abstract_name,compleate_phrase,discipline,field,filename,frame,frame_elements,journal,lexical_unit,lexical_unit_end,lexical_unit_start,sentence_count
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Research,,REVIEWS OF MODERN PHYSICS,research,9,8,5
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Intentionally_act,"{ ""frameElement"": ""Act"", ""starts"": 10, ""ends"": 30, ""word"": ""concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear"" }, { ""frameElement"": ""Agent"", ""starts"": 8, ""ends"": 9, ""word"": ""research"" }",REVIEWS OF MODERN PHYSICS,activity,10,9,5
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Topic,"{ ""frameElement"": ""Text"", ""starts"": 6, ""ends"": 10, ""word"": ""the vast research activity"" }, { ""frameElement"": ""Topic"", ""starts"": 11, ""ends"": 30, ""word"": ""epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear"" }",REVIEWS OF MODERN PHYSICS,concerning,11,10,5
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Means,"{ ""frameElement"": ""Means"", ""starts"": 12, ""ends"": 13, ""word"": ""processes"" }, { ""frameElement"": ""Purpose"", ""starts"": 11, ""ends"": 12, ""word"": ""epidemic"" }",REVIEWS OF MODERN PHYSICS,processes,13,12,5
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Presence,"{ ""frameElement"": ""Location"", ""starts"": 16, ""ends"": 30, ""word"": ""detailing the successful theoretical approaches as well as making their limits and assumptions clear"" }, { ""frameElement"": ""Entity"", ""starts"": 11, ""ends"": 13, ""word"": ""epidemic processes"" }",REVIEWS OF MODERN PHYSICS,presented,15,14,5
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Statement,"{ ""frameElement"": ""Message"", ""starts"": 17, ""ends"": 30, ""word"": ""the successful theoretical approaches as well as making their limits and assumptions clear"" }, { ""frameElement"": ""Speaker"", ""starts"": 11, ""ends"": 13, ""word"": ""epidemic processes"" }",REVIEWS OF MODERN PHYSICS,detailing,17,16,5
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Success_or_failure,"{ ""frameElement"": ""Agent"", ""starts"": 20, ""ends"": 21, ""word"": ""approaches"" }",REVIEWS OF MODERN PHYSICS,successful,19,18,5
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Means,"{ ""frameElement"": ""Means"", ""starts"": 20, ""ends"": 21, ""word"": ""approaches"" }",REVIEWS OF MODERN PHYSICS,approaches,21,20,5
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Causation,"{ ""frameElement"": ""Effect"", ""starts"": 25, ""ends"": 29, ""word"": ""their limits and assumptions"" }",REVIEWS OF MODERN PHYSICS,making,25,24,5
Epidemic processes in complex networks,"A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented , detailing the successful theoretical approaches as well as making their limits and assumptions clear .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Obviousness,"{ ""frameElement"": ""Phenomenon"", ""starts"": 25, ""ends"": 29, ""word"": ""their limits and assumptions"" }",REVIEWS OF MODERN PHYSICS,clear,30,29,5
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Social_event,"{ ""frameElement"": ""Social_event"", ""starts"": 10, ""ends"": 11, ""word"": ""scientists"" }",REVIEWS OF MODERN PHYSICS,social,10,9,6
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,People_by_vocation,"{ ""frameElement"": ""Person"", ""starts"": 10, ""ends"": 11, ""word"": ""scientists"" }",REVIEWS OF MODERN PHYSICS,scientists,11,10,6
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Emotion_directed,"{ ""frameElement"": ""Experiencer"", ""starts"": 6, ""ends"": 11, ""word"": ""computer , and social scientists"" }",REVIEWS OF MODERN PHYSICS,interest,15,14,6
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Education_teaching,,REVIEWS OF MODERN PHYSICS,studying,17,16,6
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Filling,"{ ""frameElement"": ""Theme"", ""starts"": 17, ""ends"": 18, ""word"": ""epidemic"" }",REVIEWS OF MODERN PHYSICS,spreading,19,18,6
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Reliance,"{ ""frameElement"": ""Instrument"", ""starts"": 21, ""ends"": 24, ""word"": ""on similar models"" }, { ""frameElement"": ""Protagonist"", ""starts"": 6, ""ends"": 11, ""word"": ""computer , and social scientists"" }",REVIEWS OF MODERN PHYSICS,rely,21,20,6
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Similarity,"{ ""frameElement"": ""Entity_1"", ""starts"": 23, ""ends"": 24, ""word"": ""models"" }",REVIEWS OF MODERN PHYSICS,similar,23,22,6
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Vehicle,"{ ""frameElement"": ""Descriptor"", ""starts"": 22, ""ends"": 23, ""word"": ""similar"" }, { ""frameElement"": ""Vehicle"", ""starts"": 23, ""ends"": 24, ""word"": ""models"" }",REVIEWS OF MODERN PHYSICS,models,24,23,6
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Communicate_categorization,"{ ""frameElement"": ""Item"", ""starts"": 27, ""ends"": 34, ""word"": ""of the diffusion of pathogens , knowledge"" }",REVIEWS OF MODERN PHYSICS,description,27,26,6
Epidemic processes in complex networks,"Physicists , mathematicians , epidemiologists , computer , and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens , knowledge , and innovation .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Awareness,,REVIEWS OF MODERN PHYSICS,knowledge,34,33,6
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Causation,,REVIEWS OF MODERN PHYSICS,reason,3,2,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Place_weight_on,"{ ""frameElement"": ""Consideration"", ""starts"": 6, ""ends"": 18, ""word"": ""on the main results and the paradigmatic models in infectious disease modeling"" }",REVIEWS OF MODERN PHYSICS,focusing,6,5,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,First_rank,"{ ""frameElement"": ""Item"", ""starts"": 9, ""ends"": 10, ""word"": ""results"" }",REVIEWS OF MODERN PHYSICS,main,9,8,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Causation,,REVIEWS OF MODERN PHYSICS,results,10,9,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Gizmo,,REVIEWS OF MODERN PHYSICS,models,14,13,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Medical_conditions,,REVIEWS OF MODERN PHYSICS,disease,17,16,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Importance,"{ ""frameElement"": ""Factor"", ""starts"": 21, ""ends"": 22, ""word"": ""results"" }",REVIEWS OF MODERN PHYSICS,major,21,20,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Causation,"{ ""frameElement"": ""Cause"", ""starts"": 20, ""ends"": 21, ""word"": ""major"" }",REVIEWS OF MODERN PHYSICS,results,22,21,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Topic,"{ ""frameElement"": ""Text"", ""starts"": 19, ""ends"": 22, ""word"": ""the major results"" }, { ""frameElement"": ""Topic"", ""starts"": 23, ""ends"": 27, ""word"": ""generalized social contagion processes"" }",REVIEWS OF MODERN PHYSICS,concerning,23,22,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Social_event,"{ ""frameElement"": ""Social_event"", ""starts"": 24, ""ends"": 25, ""word"": ""social"" }",REVIEWS OF MODERN PHYSICS,social,25,24,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Means,"{ ""frameElement"": ""Means"", ""starts"": 26, ""ends"": 27, ""word"": ""processes"" }, { ""frameElement"": ""Descriptor"", ""starts"": 24, ""ends"": 25, ""word"": ""social"" }, { ""frameElement"": ""Purpose"", ""starts"": 25, ""ends"": 26, ""word"": ""contagion"" }",REVIEWS OF MODERN PHYSICS,processes,27,26,7
Epidemic processes in complex networks,"For this reason , while focusing on the main results and the paradigmatic models in infectious disease modeling , the major results concerning generalized social contagion processes are also presented .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Presence,"{ ""frameElement"": ""Entity"", ""starts"": 23, ""ends"": 27, ""word"": ""generalized social contagion processes"" }",REVIEWS OF MODERN PHYSICS,presented,30,29,7
Epidemic processes in complex networks,"Finally , the research activity at the forefront in the study of epidemic spreading in coevolving , coupled , and time-varying networks is reported .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Time_vector,"{ ""frameElement"": ""Event"", ""starts"": 2, ""ends"": 22, ""word"": ""the research activity at the forefront in the study of epidemic spreading in coevolving , coupled , and time-varying networks"" }",REVIEWS OF MODERN PHYSICS,Finally,1,0,8
Epidemic processes in complex networks,"Finally , the research activity at the forefront in the study of epidemic spreading in coevolving , coupled , and time-varying networks is reported .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Research,,REVIEWS OF MODERN PHYSICS,research,4,3,8
Epidemic processes in complex networks,"Finally , the research activity at the forefront in the study of epidemic spreading in coevolving , coupled , and time-varying networks is reported .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Intentionally_act,"{ ""frameElement"": ""Place"", ""starts"": 5, ""ends"": 8, ""word"": ""at the forefront"" }",REVIEWS OF MODERN PHYSICS,activity,5,4,8
Epidemic processes in complex networks,"Finally , the research activity at the forefront in the study of epidemic spreading in coevolving , coupled , and time-varying networks is reported .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Scrutiny,"{ ""frameElement"": ""Ground"", ""starts"": 11, ""ends"": 18, ""word"": ""of epidemic spreading in coevolving , coupled"" }",REVIEWS OF MODERN PHYSICS,study,11,10,8
Epidemic processes in complex networks,"Finally , the research activity at the forefront in the study of epidemic spreading in coevolving , coupled , and time-varying networks is reported .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Filling,"{ ""frameElement"": ""Goal"", ""starts"": 5, ""ends"": 8, ""word"": ""at the forefront"" }, { ""frameElement"": ""Place"", ""starts"": 14, ""ends"": 16, ""word"": ""in coevolving"" }, { ""frameElement"": ""Theme"", ""starts"": 12, ""ends"": 13, ""word"": ""epidemic"" }",REVIEWS OF MODERN PHYSICS,spreading,14,13,8
Epidemic processes in complex networks,"Finally , the research activity at the forefront in the study of epidemic spreading in coevolving , coupled , and time-varying networks is reported .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Network,"{ ""frameElement"": ""Network"", ""starts"": 21, ""ends"": 22, ""word"": ""networks"" }",REVIEWS OF MODERN PHYSICS,networks,22,21,8
Epidemic processes in complex networks,"Finally , the research activity at the forefront in the study of epidemic spreading in coevolving , coupled , and time-varying networks is reported .",HARD SCIENCES,PHYSICS,2015-aug-31_JA_10-1103_RevModPhys-87-925_reviews-of-modern-physics_pastor-satorras_romualdo,Statement,"{ ""frameElement"": ""Message"", ""starts"": 2, ""ends"": 22, ""word"": ""the research activity at the forefront in the study of epidemic spreading in coevolving , coupled , and time-varying networks"" }",REVIEWS OF MODERN PHYSICS,reported,24,23,8
Active Particles in Complex and Crowded Environments,Reviews of modern physics .,HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Temporal_collocation,"{ ""frameElement"": ""Trajector_entity"", ""starts"": 3, ""ends"": 4, ""word"": ""physics"" }",REVIEWS OF MODERN PHYSICS,modern,3,2,0
Active Particles in Complex and Crowded Environments,Active Particles in Complex and Crowded Environments .,HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Being_active,,REVIEWS OF MODERN PHYSICS,Active,1,0,1
Active Particles in Complex and Crowded Environments,Active Particles in Complex and Crowded Environments .,HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Locale_by_use,"{ ""frameElement"": ""Locale"", ""starts"": 3, ""ends"": 4, ""word"": ""Complex"" }",REVIEWS OF MODERN PHYSICS,Complex,4,3,1
Active Particles in Complex and Crowded Environments,"Differently from passive Brownian particles , active particles , also known as self-propelled Brownian particles or microswimmers and nanoswimmers , are capable of taking up energy from their environment and converting it into directed motion .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Being_named,"{ ""frameElement"": ""Entity"", ""starts"": 6, ""ends"": 8, ""word"": ""active particles"" }",REVIEWS OF MODERN PHYSICS,also known as,12,9,2
Active Particles in Complex and Crowded Environments,"Differently from passive Brownian particles , active particles , also known as self-propelled Brownian particles or microswimmers and nanoswimmers , are capable of taking up energy from their environment and converting it into directed motion .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Being_active,"{ ""frameElement"": ""Agent"", ""starts"": 7, ""ends"": 8, ""word"": ""particles"" }",REVIEWS OF MODERN PHYSICS,active,7,6,2
Active Particles in Complex and Crowded Environments,"Differently from passive Brownian particles , active particles , also known as self-propelled Brownian particles or microswimmers and nanoswimmers , are capable of taking up energy from their environment and converting it into directed motion .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Capability,"{ ""frameElement"": ""Event"", ""starts"": 22, ""ends"": 35, ""word"": ""of taking up energy from their environment and converting it into directed motion"" }",REVIEWS OF MODERN PHYSICS,capable,22,21,2
Active Particles in Complex and Crowded Environments,"Differently from passive Brownian particles , active particles , also known as self-propelled Brownian particles or microswimmers and nanoswimmers , are capable of taking up energy from their environment and converting it into directed motion .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Taking,"{ ""frameElement"": ""Theme"", ""starts"": 31, ""ends"": 32, ""word"": ""it"" }",REVIEWS OF MODERN PHYSICS,taking,24,23,2
Active Particles in Complex and Crowded Environments,"Differently from passive Brownian particles , active particles , also known as self-propelled Brownian particles or microswimmers and nanoswimmers , are capable of taking up energy from their environment and converting it into directed motion .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Locative_relation,,REVIEWS OF MODERN PHYSICS,up,25,24,2
Active Particles in Complex and Crowded Environments,"Differently from passive Brownian particles , active particles , also known as self-propelled Brownian particles or microswimmers and nanoswimmers , are capable of taking up energy from their environment and converting it into directed motion .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Electricity,"{ ""frameElement"": ""Source"", ""starts"": 26, ""ends"": 29, ""word"": ""from their environment"" }, { ""frameElement"": ""Electricity"", ""starts"": 25, ""ends"": 26, ""word"": ""energy"" }",REVIEWS OF MODERN PHYSICS,energy,26,25,2
Active Particles in Complex and Crowded Environments,"Differently from passive Brownian particles , active particles , also known as self-propelled Brownian particles or microswimmers and nanoswimmers , are capable of taking up energy from their environment and converting it into directed motion .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Cause_change,"{ ""frameElement"": ""Entity"", ""starts"": 31, ""ends"": 32, ""word"": ""it"" }",REVIEWS OF MODERN PHYSICS,converting,31,30,2
Active Particles in Complex and Crowded Environments,"Differently from passive Brownian particles , active particles , also known as self-propelled Brownian particles or microswimmers and nanoswimmers , are capable of taking up energy from their environment and converting it into directed motion .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Behind_the_scenes,,REVIEWS OF MODERN PHYSICS,directed,34,33,2
Active Particles in Complex and Crowded Environments,"Differently from passive Brownian particles , active particles , also known as self-propelled Brownian particles or microswimmers and nanoswimmers , are capable of taking up energy from their environment and converting it into directed motion .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Gesture,,REVIEWS OF MODERN PHYSICS,motion,35,34,2
Active Particles in Complex and Crowded Environments,"Because of this constant flow of energy , their behavior can be explained and understood only within the framework of nonequilibrium physics .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Causation,"{ ""frameElement"": ""Cause"", ""starts"": 2, ""ends"": 7, ""word"": ""this constant flow of energy"" }, { ""frameElement"": ""Effect"", ""starts"": 15, ""ends"": 22, ""word"": ""only within the framework of nonequilibrium physics"" }",REVIEWS OF MODERN PHYSICS,Because of,2,0,3
Active Particles in Complex and Crowded Environments,"Because of this constant flow of energy , their behavior can be explained and understood only within the framework of nonequilibrium physics .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Fluidic_motion,"{ ""frameElement"": ""Fluid"", ""starts"": 3, ""ends"": 4, ""word"": ""constant"" }",REVIEWS OF MODERN PHYSICS,flow,5,4,3
Active Particles in Complex and Crowded Environments,"Because of this constant flow of energy , their behavior can be explained and understood only within the framework of nonequilibrium physics .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Electricity,"{ ""frameElement"": ""Electricity"", ""starts"": 6, ""ends"": 7, ""word"": ""energy"" }",REVIEWS OF MODERN PHYSICS,energy,7,6,3
Active Particles in Complex and Crowded Environments,"Because of this constant flow of energy , their behavior can be explained and understood only within the framework of nonequilibrium physics .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Conduct,"{ ""frameElement"": ""Agent"", ""starts"": 8, ""ends"": 9, ""word"": ""their"" }",REVIEWS OF MODERN PHYSICS,behavior,10,9,3
Active Particles in Complex and Crowded Environments,"Because of this constant flow of energy , their behavior can be explained and understood only within the framework of nonequilibrium physics .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Likelihood,"{ ""frameElement"": ""Hypothetical_event"", ""starts"": 8, ""ends"": 10, ""word"": ""their behavior"" }",REVIEWS OF MODERN PHYSICS,can,11,10,3
Active Particles in Complex and Crowded Environments,"Because of this constant flow of energy , their behavior can be explained and understood only within the framework of nonequilibrium physics .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Statement,"{ ""frameElement"": ""Message"", ""starts"": 14, ""ends"": 22, ""word"": ""understood only within the framework of nonequilibrium physics"" }",REVIEWS OF MODERN PHYSICS,explained,13,12,3
Active Particles in Complex and Crowded Environments,"Because of this constant flow of energy , their behavior can be explained and understood only within the framework of nonequilibrium physics .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Categorization,"{ ""frameElement"": ""Item"", ""starts"": 8, ""ends"": 10, ""word"": ""their behavior"" }, { ""frameElement"": ""Category"", ""starts"": 15, ""ends"": 22, ""word"": ""only within the framework of nonequilibrium physics"" }",REVIEWS OF MODERN PHYSICS,understood,15,14,3
Active Particles in Complex and Crowded Environments,"Because of this constant flow of energy , their behavior can be explained and understood only within the framework of nonequilibrium physics .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Sole_instance,"{ ""frameElement"": ""Type"", ""starts"": 16, ""ends"": 22, ""word"": ""within the framework of nonequilibrium physics"" }",REVIEWS OF MODERN PHYSICS,only,16,15,3
Active Particles in Complex and Crowded Environments,"In the biological realm , many cells perform directed motion , for example , as a way to browse for nutrients or to avoid toxins .",HARD SCIENCES,PHYSICS,2016-nov-23_JA_10-1103_RevModPhys-88-045006_reviews-of-modern-physics_bechinger_clemens,Weapon,"{ ""frameElement"": ""Weapon"", ""starts"": 2, ""ends"": 3, ""word"": ""biological"" }",REVIEWS OF MODERN PHYSICS,biological,3,2,4
