ID,FORM,LEMMA,PLEMMA,POS,PPOS,FEAT,PFEAT,HEAD,PHEAD,DEPREL,PDEPREL,FILLPRED,PRED,APRED
5,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Time
6,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Time
7,transition,_,transition,_,NN,1,_,_,_,_,_,_,_,I-Time
8,metal,_,metal,_,NN,1,_,_,_,_,_,_,_,I-Time
9,oxides,_,oxide,_,NNS,1,_,_,_,_,_,_,_,I-Time
10,for,_,for,_,IN,1,_,_,_,_,_,for.prep,Taking_sides,S-Degree
11,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,_,_,B-Cognizer
12,unk,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Cognizer
13,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Cognizer
1,toward,_,UNK,_,IN,1,_,_,_,_,_,_,_,B-Inherent_purpose
2,the,_,the,_,DT,1,_,_,_,_,_,_,_,I-Inherent_purpose
3,rational,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Inherent_purpose
4,design,_,design,_,NN,1,_,_,_,_,_,_,_,I-Inherent_purpose
5,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Inherent_purpose
6,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Inherent_purpose
7,transition,_,transition,_,NN,1,_,_,_,_,_,_,_,I-Inherent_purpose
8,metal,_,metal,_,NN,1,_,_,_,_,_,_,_,I-Inherent_purpose
9,oxides,_,oxide,_,NNS,1,_,_,_,_,_,_,_,I-Inherent_purpose
10,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Inherent_purpose
11,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,oxygen.n,Substance,O
12,unk,_,UNK,_,NN,1,_,_,_,_,_,_,_,B-Origin
13,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Origin
1,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Use
2,inverted,_,UNK,_,VBD,1,_,_,_,_,_,_,_,I-Use
3,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Use
4,planar,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
5,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
6,hybrid,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
7,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
8,cells,_,cell,_,NNS,1,_,_,_,_,_,cell.n,Building_subparts,O
9,with,_,with,_,IN,1,_,_,_,_,_,_,_,B-Type
10,18.1,_,UNK,_,CD,1,_,_,_,_,_,_,_,I-Type
11,%,_,%,_,NN,1,_,_,_,_,_,_,_,I-Type
12,power,_,power,_,NN,1,_,_,_,_,_,_,_,I-Type
13,conversion,_,conversion,_,NN,1,_,_,_,_,_,_,_,I-Type
14,efficiency,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Type
15,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Type
1,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Exerter
2,inverted,_,UNK,_,VBD,1,_,_,_,_,_,_,_,I-Exerter
3,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Exerter
4,planar,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Exerter
5,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Exerter
6,hybrid,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Exerter
7,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Exerter
8,cells,_,cell,_,NNS,1,_,_,_,_,_,_,_,I-Exerter
9,with,_,with,_,IN,1,_,_,_,_,_,_,_,I-Exerter
10,18.1,_,UNK,_,CD,1,_,_,_,_,_,_,_,I-Exerter
11,%,_,%,_,NN,1,_,_,_,_,_,_,_,I-Exerter
12,power,_,power,_,NN,1,_,_,_,_,_,power.n,Level_of_force_exertion,S-Degree
13,conversion,_,conversion,_,NN,1,_,_,_,_,_,_,_,O
14,efficiency,_,UNK,_,NN,1,_,_,_,_,_,_,_,O
15,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Time
2,frameworks,_,framework,_,NNS,1,_,_,_,_,_,_,_,I-Time
3,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Time
4,their,_,their,_,PRP$,1,_,_,_,_,_,_,_,I-Time
5,derived,_,derived,_,JJ,1,_,_,_,_,_,_,_,I-Time
6,nanostructures,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Time
7,for,_,for,_,IN,1,_,_,_,_,_,for.prep,Taking_sides,S-Degree
8,electrochemical,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Manner
9,energy,_,energy,_,NN,1,_,_,_,_,_,_,_,I-Manner
10,storage,_,storage,_,NN,1,_,_,_,_,_,_,_,I-Manner
11,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Manner
12,conversion,_,conversion,_,NN,1,_,_,_,_,_,_,_,I-Manner
13,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Manner
1,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Time
2,frameworks,_,framework,_,NNS,1,_,_,_,_,_,_,_,I-Time
3,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Time
4,their,_,their,_,PRP$,1,_,_,_,_,_,_,_,I-Time
5,derived,_,derived,_,JJ,1,_,_,_,_,_,_,_,I-Time
6,nanostructures,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Time
7,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Time
8,electrochemical,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Time
9,energy,_,energy,_,NN,1,_,_,_,_,_,_,_,I-Time
10,storage,_,storage,_,NN,1,_,_,_,_,_,storage.n,Storing,O
11,and,_,and,_,CC,1,_,_,_,_,_,_,_,O
12,conversion,_,conversion,_,NN,1,_,_,_,_,_,_,_,O
13,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,O
2,as,_,a,_,IN,1,_,_,_,_,_,_,_,O
3,a,_,a,_,DT,1,_,_,_,_,_,_,_,O
4,janus,_,UNK,_,NNP,1,_,_,_,_,_,_,_,O
5,catalyst,_,catalyst,_,NN,1,_,_,_,_,_,_,_,O
6,for,_,for,_,IN,1,_,_,_,_,_,for.prep,Taking_sides,S-Degree
7,water,_,water,_,NN,1,_,_,_,_,_,_,_,B-Cognizer
8,splitting,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Cognizer
9,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Cognizer
10,the,_,the,_,DT,1,_,_,_,_,_,_,_,I-Cognizer
11,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,_,_,B-Degree
12,evolution,_,evolution,_,NN,1,_,_,_,_,_,_,_,I-Degree
13,activity,_,activity,_,NN,1,_,_,_,_,_,_,_,I-Degree
14,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Degree
15,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Degree
16,nanoparticles,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Degree
17,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Degree
1,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Inherent_purpose
2,as,_,a,_,IN,1,_,_,_,_,_,_,_,I-Inherent_purpose
3,a,_,a,_,DT,1,_,_,_,_,_,_,_,I-Inherent_purpose
4,janus,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Inherent_purpose
5,catalyst,_,catalyst,_,NN,1,_,_,_,_,_,_,_,I-Inherent_purpose
6,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Inherent_purpose
7,water,_,water,_,NN,1,_,_,_,_,_,_,_,I-Inherent_purpose
8,splitting,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Inherent_purpose
9,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Inherent_purpose
10,the,_,the,_,DT,1,_,_,_,_,_,_,_,I-Inherent_purpose
11,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,oxygen.n,Substance,O
12,evolution,_,evolution,_,NN,1,_,_,_,_,_,_,_,S-Type
13,activity,_,activity,_,NN,1,_,_,_,_,_,_,_,O
14,of,_,of,_,IN,1,_,_,_,_,_,_,_,O
15,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,O
16,nanoparticles,_,UNK,_,NNS,1,_,_,_,_,_,_,_,O
17,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Time
2,as,_,a,_,IN,1,_,_,_,_,_,_,_,I-Time
3,a,_,a,_,DT,1,_,_,_,_,_,_,_,I-Time
4,janus,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Time
5,catalyst,_,catalyst,_,NN,1,_,_,_,_,_,_,_,I-Time
6,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Time
7,water,_,water,_,NN,1,_,_,_,_,_,_,_,I-Time
8,splitting,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Time
9,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Time
10,the,_,the,_,DT,1,_,_,_,_,_,_,_,I-Time
11,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,_,_,I-Time
12,evolution,_,evolution,_,NN,1,_,_,_,_,_,_,_,I-Time
13,activity,_,activity,_,NN,1,_,_,_,_,_,activity.n,Intentionally_act,O
14,of,_,of,_,IN,1,_,_,_,_,_,_,_,B-Manner
15,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Manner
16,nanoparticles,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Manner
17,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Manner
1,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Age
2,as,_,a,_,IN,1,_,_,_,_,_,_,_,I-Age
3,a,_,a,_,DT,1,_,_,_,_,_,_,_,I-Age
4,janus,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Age
5,catalyst,_,catalyst,_,NN,1,_,_,_,_,_,_,_,I-Age
6,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Age
7,water,_,water,_,NN,1,_,_,_,_,_,_,_,I-Age
8,splitting,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Age
9,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Age
10,the,_,the,_,DT,1,_,_,_,_,_,_,_,I-Age
11,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,_,_,I-Age
12,evolution,_,evolution,_,NN,1,_,_,_,_,_,_,_,I-Age
13,activity,_,activity,_,NN,1,_,_,_,_,_,_,_,I-Age
14,of,_,of,_,IN,1,_,_,_,_,_,of.prep,Age,S-Degree
15,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Descriptor
16,nanoparticles,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Descriptor
17,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Descriptor
1,defect,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Time
2,migration,_,migration,_,NN,1,_,_,_,_,_,_,_,I-Time
3,in,_,in,_,IN,1,_,_,_,_,_,_,_,I-Time
4,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Time
5,lead,_,lead,_,NN,1,_,_,_,_,_,lead.n,Criminal_investigation,O
6,iodide,_,UNK,_,NN,1,_,_,_,_,_,_,_,S-Suspect
7,and,_,and,_,CC,1,_,_,_,_,_,_,_,B-Incident
8,its,_,it,_,PRP$,1,_,_,_,_,_,_,_,I-Incident
9,role,_,role,_,NN,1,_,_,_,_,_,_,_,I-Incident
10,in,_,in,_,IN,1,_,_,_,_,_,_,_,I-Incident
11,perovskite,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Incident
12,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Incident
13,cell,_,cell,_,NN,1,_,_,_,_,_,_,_,I-Incident
14,operation,_,operation,_,NN,1,_,_,_,_,_,_,_,I-Incident
15,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Incident
1,defect,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Performance
2,migration,_,migration,_,NN,1,_,_,_,_,_,_,_,I-Performance
3,in,_,in,_,IN,1,_,_,_,_,_,_,_,I-Performance
4,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Performance
5,lead,_,lead,_,NN,1,_,_,_,_,_,_,_,I-Performance
6,iodide,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Performance
7,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Performance
8,its,_,it,_,PRP$,1,_,_,_,_,_,_,_,I-Performance
9,role,_,role,_,NN,1,_,_,_,_,_,role.n,Performers_and_roles,O
10,in,_,in,_,IN,1,_,_,_,_,_,_,_,B-Performance
11,perovskite,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Performance
12,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Performance
13,cell,_,cell,_,NN,1,_,_,_,_,_,_,_,I-Performance
14,operation,_,operation,_,NN,1,_,_,_,_,_,_,_,I-Performance
15,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Performance
1,defect,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Use
2,migration,_,migration,_,NN,1,_,_,_,_,_,_,_,I-Use
3,in,_,in,_,IN,1,_,_,_,_,_,_,_,I-Use
4,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
5,lead,_,lead,_,NN,1,_,_,_,_,_,_,_,I-Use
6,iodide,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
7,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Use
8,its,_,it,_,PRP$,1,_,_,_,_,_,_,_,I-Use
9,role,_,role,_,NN,1,_,_,_,_,_,_,_,I-Use
10,in,_,in,_,IN,1,_,_,_,_,_,_,_,I-Use
11,perovskite,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
12,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
13,cell,_,cell,_,NN,1,_,_,_,_,_,cell.n,Building_subparts,O
14,operation,_,operation,_,NN,1,_,_,_,_,_,_,_,B-Use
15,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Use
1,progress,_,Progress,_,NN,1,_,_,_,_,_,progress.n,Progression,S-Degree
2,in,_,in,_,IN,1,_,_,_,_,_,_,_,B-Prior_state
3,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Prior_state
4,unk,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Prior_state
5,as,_,a,_,IN,1,_,_,_,_,_,_,_,I-Prior_state
6,a,_,a,_,DT,1,_,_,_,_,_,_,_,I-Prior_state
7,new,_,new,_,JJ,1,_,_,_,_,_,_,_,I-Prior_state
8,energy,_,energy,_,NN,1,_,_,_,_,_,_,_,I-Prior_state
9,technology,_,technology,_,NN,1,_,_,_,_,_,_,_,I-Prior_state
10,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Prior_state
11,self-powered,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Prior_state
12,sensors,_,sensor,_,NNS,1,_,_,_,_,_,_,_,I-Prior_state
13,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Prior_state
1,two-dimensional,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Manner
2,covalent,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Manner
3,carbon,_,carbon,_,NN,1,_,_,_,_,_,_,_,I-Manner
4,nitride,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Manner
5,unk,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Manner
6,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Manner
7,synthesis,_,synthesis,_,NN,1,_,_,_,_,_,synthesis.n,Intentionally_create,O
8,",",_,",",_,",",1,_,_,_,_,_,_,_,B-Manner
9,functionalization,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Manner
10,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Manner
11,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Manner
12,applications,_,application,_,NNS,1,_,_,_,_,_,_,_,I-Manner
13,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Manner
1,two-dimensional,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Agent
2,covalent,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Agent
3,carbon,_,carbon,_,NN,1,_,_,_,_,_,_,_,I-Agent
4,nitride,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Agent
5,unk,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Agent
6,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Agent
7,synthesis,_,synthesis,_,NN,1,_,_,_,_,_,_,_,I-Agent
8,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Agent
9,functionalization,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Agent
10,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Agent
11,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Agent
12,applications,_,application,_,NNS,1,_,_,_,_,_,application.n,Purpose,O
13,.,_,.,_,.,1,_,_,_,_,_,_,_,S-Agent
1,highly,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Use
2,efficient,_,efficient,_,JJ,1,_,_,_,_,_,_,_,I-Use
3,planar,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
4,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
5,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
6,cells,_,cell,_,NNS,1,_,_,_,_,_,cell.n,Building_subparts,O
7,through,_,through,_,IN,1,_,_,_,_,_,_,_,O
8,band,_,band,_,NN,1,_,_,_,_,_,_,_,O
9,alignment,_,UNK,_,NN,1,_,_,_,_,_,_,_,O
10,engineering,_,engineering,_,NN,1,_,_,_,_,_,_,_,O
11,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Use
2,halide,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
3,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
4,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
5,cells,_,cell,_,NNS,1,_,_,_,_,_,cell.n,Building_subparts,O
6,:,_,:,_,:,1,_,_,_,_,_,_,_,S-Use
7,degradation,_,UNK,_,NN,1,_,_,_,_,_,_,_,O
8,and,_,and,_,CC,1,_,_,_,_,_,_,_,O
9,stability,_,stability,_,NN,1,_,_,_,_,_,_,_,O
10,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Dangerous_entity
2,halide,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Dangerous_entity
3,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Dangerous_entity
4,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Dangerous_entity
5,cells,_,cell,_,NNS,1,_,_,_,_,_,_,_,I-Dangerous_entity
6,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Dangerous_entity
7,degradation,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Dangerous_entity
8,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Dangerous_entity
9,stability,_,stability,_,NN,1,_,_,_,_,_,stability.n,Precariousness,S-Degree
10,.,_,.,_,.,1,_,_,_,_,_,_,_,S-Frequency
1,carbon,_,UNK,_,NN,1,_,_,_,_,_,_,_,B-Degree
2,materials,_,material,_,NNS,1,_,_,_,_,_,_,_,I-Degree
3,for,_,for,_,IN,1,_,_,_,_,_,for.prep,Taking_sides,I-Degree
4,high,_,high,_,JJ,1,_,_,_,_,_,_,_,B-Manner
5,volumetric,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Manner
6,performance,_,performance,_,NN,1,_,_,_,_,_,_,_,I-Manner
7,supercapacitors,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Manner
8,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Manner
9,design,_,design,_,NN,1,_,_,_,_,_,_,_,B-Degree
10,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Degree
11,progress,_,progress,_,NN,1,_,_,_,_,_,_,_,I-Degree
12,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Degree
13,challenges,_,challenge,_,NNS,1,_,_,_,_,_,_,_,I-Degree
14,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Degree
15,opportunities,_,opportunity,_,NNS,1,_,_,_,_,_,_,_,I-Degree
16,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Degree
1,carbon,_,UNK,_,NN,1,_,_,_,_,_,_,_,O
2,materials,_,material,_,NNS,1,_,_,_,_,_,_,_,O
3,for,_,for,_,IN,1,_,_,_,_,_,_,_,O
4,high,_,high,_,JJ,1,_,_,_,_,_,high.a,Extreme_value,S-Degree
5,volumetric,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Value
6,performance,_,performance,_,NN,1,_,_,_,_,_,_,_,I-Value
7,supercapacitors,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Value
8,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Value
9,design,_,design,_,NN,1,_,_,_,_,_,_,_,B-Degree
10,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Degree
11,progress,_,progress,_,NN,1,_,_,_,_,_,_,_,I-Degree
12,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Degree
13,challenges,_,challenge,_,NNS,1,_,_,_,_,_,_,_,I-Degree
14,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Degree
15,opportunities,_,opportunity,_,NNS,1,_,_,_,_,_,_,_,I-Degree
16,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Degree
1,carbon,_,UNK,_,NN,1,_,_,_,_,_,_,_,B-Performance
2,materials,_,material,_,NNS,1,_,_,_,_,_,_,_,I-Performance
3,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Performance
4,high,_,high,_,JJ,1,_,_,_,_,_,_,_,I-Performance
5,volumetric,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Performance
6,performance,_,performance,_,NN,1,_,_,_,_,_,performance.n,Performing_arts,O
7,supercapacitors,_,UNK,_,NNS,1,_,_,_,_,_,_,_,B-Performance
8,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Performance
9,design,_,design,_,NN,1,_,_,_,_,_,_,_,I-Performance
10,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Performance
11,progress,_,progress,_,NN,1,_,_,_,_,_,_,_,I-Performance
12,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Performance
13,challenges,_,challenge,_,NNS,1,_,_,_,_,_,_,_,I-Performance
14,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Performance
15,opportunities,_,opportunity,_,NNS,1,_,_,_,_,_,_,_,I-Performance
16,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Performance
1,carbon,_,UNK,_,NN,1,_,_,_,_,_,_,_,B-Prior_state
2,materials,_,material,_,NNS,1,_,_,_,_,_,_,_,I-Prior_state
3,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Prior_state
4,high,_,high,_,JJ,1,_,_,_,_,_,_,_,I-Prior_state
5,volumetric,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Prior_state
6,performance,_,performance,_,NN,1,_,_,_,_,_,_,_,I-Prior_state
7,supercapacitors,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Prior_state
8,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Prior_state
9,design,_,design,_,NN,1,_,_,_,_,_,_,_,I-Prior_state
10,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Prior_state
11,progress,_,progress,_,NN,1,_,_,_,_,_,progress.n,Progression,S-Degree
12,",",_,",",_,",",1,_,_,_,_,_,_,_,B-Prior_state
13,challenges,_,challenge,_,NNS,1,_,_,_,_,_,_,_,I-Prior_state
14,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Prior_state
15,opportunities,_,opportunity,_,NNS,1,_,_,_,_,_,_,_,I-Prior_state
16,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Prior_state
1,entropic,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Descriptor
2,stabilization,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Descriptor
3,of,_,of,_,IN,1,_,_,_,_,_,of.prep,Age,S-Degree
4,mixed,_,mixed,_,JJ,1,_,_,_,_,_,_,_,B-Age
5,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Age
6,abx,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Age
7,(,_,(,_,(,1,_,_,_,_,_,_,_,I-Age
8,3,_,3,_,CD,1,_,_,_,_,_,_,_,I-Age
9,),_,),_,),1,_,_,_,_,_,_,_,I-Age
10,metal,_,metal,_,NN,1,_,_,_,_,_,_,_,I-Age
11,halide,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Age
12,unk,_,UNK,_,VBZ,1,_,_,_,_,_,_,_,I-Age
13,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Age
14,high,_,high,_,JJ,1,_,_,_,_,_,_,_,I-Age
15,performance,_,performance,_,NN,1,_,_,_,_,_,_,_,I-Age
16,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Age
17,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Age
18,cells,_,cell,_,NNS,1,_,_,_,_,_,_,_,I-Age
19,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Age
1,entropic,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Time
2,stabilization,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Time
3,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Time
4,mixed,_,mixed,_,JJ,1,_,_,_,_,_,_,_,I-Time
5,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Time
6,abx,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Time
7,(,_,(,_,(,1,_,_,_,_,_,_,_,I-Time
8,3,_,3,_,CD,1,_,_,_,_,_,_,_,I-Time
9,),_,),_,),1,_,_,_,_,_,_,_,I-Time
10,metal,_,metal,_,NN,1,_,_,_,_,_,_,_,I-Time
11,halide,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Time
12,unk,_,UNK,_,VBZ,1,_,_,_,_,_,_,_,I-Time
13,for,_,for,_,IN,1,_,_,_,_,_,for.prep,Taking_sides,S-Degree
14,high,_,high,_,JJ,1,_,_,_,_,_,_,_,B-Cognizer
15,performance,_,performance,_,NN,1,_,_,_,_,_,_,_,I-Cognizer
16,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Cognizer
17,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Cognizer
18,cells,_,cell,_,NNS,1,_,_,_,_,_,_,_,B-Degree
19,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Degree
1,entropic,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Entity
2,stabilization,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Entity
3,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Entity
4,mixed,_,mixed,_,JJ,1,_,_,_,_,_,_,_,I-Entity
5,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Entity
